fid,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,Poblacion_Total,avg_dis_B_d,avg_dis_B_t,avg_dis_B_total,avg_dis_H2_d,avg_dis_H2_t,avg_dis_H2_total,avg_dis_H3_d,avg_dis_H3_t,avg_dis_H3_total,avg_dis_J_d,avg_dis_J_t,avg_dis_J_total,avg_dis_M_d,avg_dis_M_t,avg_dis_M_total,avg_dis_d,avg_dis_t,avg_dis_total,avg_dur_B_d,avg_dur_B_t,avg_dur_B_total,avg_dur_H2_d,avg_dur_H2_t,avg_dur_H2_total,avg_dur_H3_d,avg_dur_H3_t,avg_dur_H3_total,avg_dur_J_d,avg_dur_J_t,avg_dur_J_total,avg_dur_M_d,avg_dur_M_t,avg_dur_M_total,avg_dur_d,avg_dur_t,avg_dur_total,dis_B_d_n,dis_B_d_p,dis_B_t_n,dis_B_t_p,dis_H21_d_n,dis_H21_d_p,dis_H21_t_n,dis_H21_t_p,dis_H22_d_n,dis_H22_d_p,dis_H22_t_n,dis_H22_t_p,dis_H23_d_n,dis_H23_d_p,dis_H23_t_n,dis_H23_t_p,dis_H24_d_n,dis_H24_d_p,dis_H24_t_n,dis_H24_t_p,dis_H31_d_n,dis_H31_d_p,dis_H31_t_n,dis_H31_t_p,dis_H32_d_n,dis_H32_d_p,dis_H32_t_n,dis_H32_t_p,dis_H33_d_n,dis_H33_d_p,dis_H33_t_n,dis_H33_t_p,dis_J_d_n,dis_J_d_p,dis_J_t_n,dis_J_t_p,dis_M_d_n,dis_M_d_p,dis_M_t_n,dis_M_t_p,dur_B_d_n,dur_B_d_p,dur_B_t_n,dur_B_t_p,dur_H21_d_n,dur_H21_d_p,dur_H21_t_n,dur_H21_t_p,dur_H22_d_n,dur_H22_d_p,dur_H22_t_n,dur_H22_t_p,dur_H23_d_n,dur_H23_d_p,dur_H23_t_n,dur_H23_t_p,dur_H24_d_n,dur_H24_d_p,dur_H24_t_n,dur_H24_t_p,dur_H31_d_n,dur_H31_d_p,dur_H31_t_n,dur_H31_t_p,dur_H32_d_n,dur_H32_d_p,dur_H32_t_n,dur_H32_t_p,dur_H33_d_n,dur_H33_d_p,dur_H33_t_n,dur_H33_t_p,dur_J_d_n,dur_J_d_p,dur_J_t_n,dur_J_t_p,dur_M_d_n,dur_M_d_p,dur_M_t_n,dur_M_t_p,w_avg_dis_B_d,w_avg_dis_B_t,w_avg_dis_B_total,w_avg_dis_H2_d,w_avg_dis_H2_t,w_avg_dis_H2_total,w_avg_dis_H3_d,w_avg_dis_H3_t,w_avg_dis_H3_total,w_avg_dis_J_d,w_avg_dis_J_t,w_avg_dis_J_total,w_avg_dis_M_d,w_avg_dis_M_t,w_avg_dis_M_total,w_avg_dis_d,w_avg_dis_t,w_avg_dis_total,w_avg_dur_B_d,w_avg_dur_B_t,w_avg_dur_B_total,w_avg_dur_H2_d,w_avg_dur_H2_t,w_avg_dur_H2_total,w_avg_dur_H3_d,w_avg_dur_H3_t,w_avg_dur_H3_total,w_avg_dur_J_d,w_avg_dur_J_t,w_avg_dur_J_total,w_avg_dur_M_d,w_avg_dur_M_t,w_avg_dur_M_total,w_avg_dur_d,w_avg_dur_t,w_avg_dur_total
437,"051","02","01","0510201",Valquigoso,Valquigoso,Valquigoso Núcleo,159,"159",48776,61418,48776,41435.625,41034.75,41435.625,,,,45094,63996,45094,45308.25,54466.5,45308.25,43560.1071428571,49145.6428571429,43560.1071428571,4402,7031.5,4402,3823.3125,5630,3823.3125,,,,4419,7340,4419,4349,6887,4349,4066.17857142857,6254.07142857143,4066.17857142857,36134,36134,70499,52337,38422,38422,40756,36552,45040,45040,38700,38447,38020,38020,40641,35010,45864,45864,52490,45682,,,,,,,,,,,,,26192,26192,71494,56498,36150,36150,55810,53123,1795,1750,7338,6725,2024,1980,5872,5521,2067,2058,4894,4891,1960,1927,6430,4244,2075,2042,6687,6501,,,,,,,,,,,,,1502,1494,6988,7692,1832,1790,6673,7101,7755384,9765462,7755384,6588264.375,6524525.25,6588264.375,,,,7169946,10175364,7169946,7204011.75,8660173.5,7204011.75,6926057.03571429,7814157.21428571,6926057.03571429,699918,1118008.5,699918,607906.6875,895170,607906.6875,,,,702621,1167060,702621,691491,1095033,691491,646522.392857143,994397.357142857,646522.392857143
438,"044","01","01","0440101",Colmenarejo,Colmenarejo,Colmenarejo Núcleo,9648,"9648",19366.75,22160.5,19366.75,16523.5,18109,16523.5,34008.75,33221.5,34008.75,14650,15091,14650,16478,18063,16478,24149.2142857143,24726.8571428571,24149.2142857143,2644,3959,2644,2524,3418,2524,3173.41666666667,4114,3173.41666666667,1956,2852,1956,2495.5,3380,2495.5,2734.25,3707.28571428571,2734.25,16573,16573,19754,24567,14938,14938,18100,18118,,,,,,,,,,,,,37708,37708,35502,37578,37625,37625,35659,37735,29055,29055,25004,27851,14209,14209,15091,15091,14893,14893,18054,18072,1326,1332,4311,3607,1623,1637,3613,3223,,,,,,,,,,,,,2279,2688,3985,3884,2320,2676,4140,4039,1664,1770,3780,4856,1041,1079,3302,2402,1602,1620,3575,3185,186850404,213804504,186850404,159418728,174715632,159418728,328116420,320521032,328116420,141343200,145597968,141343200,158979744,174271824,158979744,232991619.428571,238564717.714286,232991619.428571,25509312,38196432,25509312,24351552,32976864,24351552,30617124,39691872,30617124,18871488,27516096,18871488,24076584,32610240,24076584,26380044,35767892.5714286,26380044
439,"075","01","01","0750101",Colegio Monfort,Colegio Monfort,Colegio Monfort Núcleo,15,"15",25075.25,35935.5,25075.25,29060.25,31094.5,29060.25,30545,36140,30545,12643.5,13656,12643.5,16600,20255,16600,22784.8,27416.2,22784.8,3717.75,6314,3717.75,3483.5,5286,3483.5,3279.25,5131,3279.25,2077.75,3230,2077.75,2805.5,4558,2805.5,3072.75,4903.8,3072.75,14215,14215,49588,22283,27026,27026,32663,29526,,,,,,,,,,,,,24950,24950,36140,36140,,,,,,,,,11631,11631,13655,13657,12945,12945,20168,20342,1124,1119,8278,4350,1665,1697,5421,5151,,,,,,,,,,,,,1345,1510,5131,5131,,,,,,,,,921,930,3403,3057,1066,1040,5126,3990,376128.75,539032.5,376128.75,435903.75,466417.5,435903.75,458175,542100,458175,189652.5,204840,189652.5,249000,303825,249000,341772,411243,341772,55766.25,94710,55766.25,52252.5,79290,52252.5,49188.75,76965,49188.75,31166.25,48450,31166.25,42082.5,68370,42082.5,46091.25,73557,46091.25
440,"075","01","02","0750102",Loeches,Loeches,Loeches Núcleo,8621,"8621",23659,34002,23659,28538,29370,28538,30547.25,35464.5,30547.25,12505,13466,12505,21856.25,31667.5,21856.25,23421.1,28794,23421.1,3041.75,5040.5,3041.75,3231.75,4728,3231.75,3403.75,5330.5,3403.75,1869.25,2814.5,1869.25,2760.75,4544.5,2760.75,2861.45,4491.6,2861.45,13316,13316,46739,21265,27706,27706,29370,29370,,,,,,,,,,,,,25630,25630,33872,37057,,,,,,,,,11544,11544,13431,13501,12045,12045,44011,19324,1042,1044,6595,3486,1726,1745,4758,4698,,,,,,,,,,,,,1397,1557,5570,5091,,,,,,,,,922,926,3025,2604,989,965,5963,3126,203964239,293131242,203964239,246026098,253198770,246026098,263347842.25,305739454.5,263347842.25,107805605,116090386,107805605,188422731.25,273005517.5,188422731.25,201913303.1,248233074,201913303.1,26222926.75,43454150.5,26222926.75,27860916.75,40760088,27860916.75,29343728.75,45954240.5,29343728.75,16114804.25,24263804.5,16114804.25,23800425.75,39178134.5,23800425.75,24668560.45,38722083.6,24668560.45
441,"152","02","01","1520201","Berzosilla, La",La Berzosilla,La Berzosilla Núcleo,537,"537",8468,8600,8468,13575.75,16105.5,13575.75,31199.5833333333,33717.5,31199.5833333333,9630.25,10084.5,9630.25,13530.25,16059.5,13530.25,19829,21714.5714285714,19829,1388.5,2122,1388.5,2277,3726.5,2277,2716.08333333333,3735.5,2716.08333333333,1548.5,2499,1548.5,2249.5,3688.5,2249.5,2230.25,3320.35714285714,2230.25,8336,8336,8600,8600,11046,11046,17835,14376,,,,,,,,,,,,,31670,31670,30402,45583,31587,31587,30573,45754,22788,22788,25668,24325,9176,9176,10076,10093,11001,11001,17789,14330,646,664,2103,2141,824,831,4138,3315,,,,,,,,,,,,,1607,2140,3075,3910,1648,2120,3233,4068,1248,1417,4203,3924,597,599,2477,2521,809,812,4100,3277,4547316,4618200,4547316,7290177.75,8648653.5,7290177.75,16754176.25,18106297.5,16754176.25,5171444.25,5415376.5,5171444.25,7265744.25,8623951.5,7265744.25,10648173,11660724.8571429,10648173,745624.5,1139514,745624.5,1222749,2001130.5,1222749,1458536.75,2005963.5,1458536.75,831544.5,1341963,831544.5,1207981.5,1980724.5,1207981.5,1197644.25,1783031.78571429,1197644.25
442,"023","01","01","0230101","Boalo, El",El Boalo,El Boalo Núcleo,2497,"2497",25352.25,31071.5,25352.25,61076,70268,61076,48718.125,52675.75,48718.125,24953.5,39258,24953.5,26989.75,32144.5,26989.75,39301.2916666667,46348.9166666667,39301.2916666667,2097.75,2999.5,2097.75,4508.5,6483.5,4508.5,3249.5,4205.75,3249.5,2999.75,5141,2999.75,2194,3210,2194,3049.83333333333,4374.25,3049.83333333333,19633,19633,31083,31060,51884,51884,65839,74697,,,,,,,,,,,,,45020,45020,49847,56653,44501,44501,48699,55504,,,,,10649,10649,39258,39258,21835,21835,32156,32133,1203,1189,2829,3170,2444,2623,6673,6294,,,,,,,,,,,,,2100,2283,4328,4041,2372,2418,4368,4086,,,,,897,820,5141,5141,1183,1173,3040,3380,63304568.25,77585535.5,63304568.25,152506772,175459196,152506772,121649158.125,131531347.75,121649158.125,62308889.5,98027226,62308889.5,67393405.75,80264816.5,67393405.75,98135325.2916667,115733244.916667,98135325.2916667,5238081.75,7489751.5,5238081.75,11257724.5,16189299.5,11257724.5,8114001.5,10501757.75,8114001.5,7490375.75,12837077,7490375.75,5478418,8015370,5478418,7615433.83333333,10922502.25,7615433.83333333
443,"174","03","01","1740301","Malpuesta, La",La Malpuesta,La Malpuesta Núcleo,69,"69",13169.25,12762.5,13169.25,31331.9375,31789.375,31331.9375,,,,5412.5,5573,5412.5,12566.25,11541.5,12566.25,22353.6785714286,22433.5,22353.6785714286,1382.5,1877,1382.5,2278.8125,2871.25,2278.8125,,,,413.5,541,413.5,1121,1319,1121,1718.89285714286,2174.57142857143,1718.89285714286,13576,13576,12736,12789,25939,25939,26382,26435,31916,31916,33154,33207,29368,29368,30683,31055,36275,36275,36673,36726,,,,,,,,,,,,,5252,5252,5573,5573,13591,13591,11515,11568,899,877,1559,2195,1527,1554,2289,1986,1787,1785,3117,2836,1598,1606,2894,2483,1830,1804,3874,3491,,,,,,,,,,,,,284,288,459,623,927,919,1381,1257,908678.25,880612.5,908678.25,2161903.6875,2193466.875,2161903.6875,,,,373462.5,384537,373462.5,867071.25,796363.5,867071.25,1542403.82142857,1547911.5,1542403.82142857,95392.5,129513,95392.5,157238.0625,198116.25,157238.0625,,,,28531.5,37329,28531.5,77349,91011,77349,118603.607142857,150045.428571429,118603.607142857
444,"174","04","01","1740401","Olivos, Los",Los Olivos,Los Olivos Núcleo,55,"55",9236.5,8716,9236.5,27430.1875,27804.875,27430.1875,,,,9554.25,9709.5,9554.25,8732.5,7693,8732.5,19606.2857142857,19619.7142857143,19606.2857142857,1253.75,1831.5,1253.75,2290.875,3117.25,2290.875,,,,760.25,900.5,760.25,1067.5,1425.5,1067.5,1749.28571428571,2375.21428571429,1749.28571428571,9757,9757,8914,8518,22120,22120,22560,22560,28097,28097,29332,28244,25549,25549,26861,27180,32456,32456,32851,32851,,,,,,,,,,,,,9399,9399,9710,9709,9772,9772,7693,7693,678,674,1595,2068,1304,1331,2325,2369,1541,1564,3153,3473,1381,1396,2930,2881,1601,1598,3910,3897,,,,,,,,,,,,,619,621,756,1045,710,709,1417,1434,508007.5,479380,508007.5,1508660.3125,1529268.125,1508660.3125,,,,525483.75,534022.5,525483.75,480287.5,423115,480287.5,1078345.71428571,1079084.28571429,1078345.71428571,68956.25,100732.5,68956.25,125998.125,171448.75,125998.125,,,,41813.75,49527.5,41813.75,58712.5,78402.5,58712.5,96210.7142857143,130636.785714286,96210.7142857143
445,"159","01","01","1590101",Valdemaqueda,Valdemaqueda,Valdemaqueda Núcleo,813,"813",37882,47262,37882,77184.25,105594.5,77184.25,67871.6666666667,61713.3333333333,67871.6666666667,32972,42101,32972,30672.5,38627,30672.5,54617.9642857143,59817.7857142857,54617.9642857143,3671.5,5088,3671.5,5458.75,7469,5458.75,3853.16666666667,3848.83333333333,3853.16666666667,3162.5,4530,3162.5,3615.25,5331,3615.25,3923.92857142857,4852.07142857143,3923.92857142857,28502,28502,47262,47262,48774,48774,107174,104015,,,,,,,,,,,,,82704,82704,64866,64512,82621,82621,64669,64669,64320,49210,55782,55782,23843,23843,42101,42101,22718,22718,28435,48819,2342,2168,4179,5997,3532,3365,7359,7579,,,,,,,,,,,,,3998,4291,3658,3623,4040,4311,3820,3778,3225,3280,4098,4116,1873,1717,3621,5439,1984,1815,4510,6152,30798066,38424006,30798066,62750795.25,85848328.5,62750795.25,55179665,50172940,55179665,26806236,34228113,26806236,24936742.5,31403751,24936742.5,44404404.9642857,48631859.7857143,44404404.9642857,2984929.5,4136544,2984929.5,4437963.75,6072297,4437963.75,3132624.5,3129101.5,3132624.5,2571112.5,3682890,2571112.5,2939198.25,4334103,2939198.25,3190153.92857143,3944734.07142857,3190153.92857143
446,"099","01","01","0990101","Morro, El",El Morro,El Morro Núcleo,322,"322",56087.5,72079,56087.5,49668.125,53537.75,49668.125,,,,57120.25,84086.5,57120.25,56506.5,72902,56506.5,52626.6785714286,63316.9285714286,52626.6785714286,5783.5,9566,5783.5,5054.1875,7863.5,5054.1875,,,,5691.25,9662.5,5691.25,5869.5,9715,5869.5,5365.85714285714,8628.21428571429,5365.85714285714,40096,40096,72079,72079,42384,42384,52161,52161,49002,49002,44814,44814,41982,41982,58572,58572,49826,49826,58604,58604,,,,,,,,,,,,,30154,30154,77692,90481,40111,40111,72902,72902,2031,1971,9566,9566,2268,2209,7990,7990,2300,2276,6633,6633,2176,2141,8405,8405,2316,2273,8426,8426,,,,,,,,,,,,,1734,1706,8686,10639,2054,1994,9715,9715,18060175,23209438,18060175,15993136.25,17239155.5,15993136.25,,,,18392720.5,27075853,18392720.5,18195093,23474444,18195093,16945790.5,20388051,16945790.5,1862287,3080252,1862287,1627448.375,2532047,1627448.375,,,,1832582.5,3111325,1832582.5,1889979,3128230,1889979,1727806,2778285,1727806
447,"159","02","01","1590201","Río, El",El Río,El Río Núcleo,15,"15",35817,45213,35817,75119.25,103545.5,75119.25,67065.5,59664.3333333333,67065.5,30907,40052,30907,28607,36578,28607,53092.3928571429,57768.7857142857,53092.3928571429,3409.25,4802.5,3409.25,5226,7183.5,5226,3595.83333333333,3563.33333333333,3595.83333333333,2906,4244.5,2906,3303.5,4946.5,3303.5,3661.75,4552.42857142857,3661.75,26421,26421,45213,45213,46693,46693,105125,101966,,,,,,,,,,,,,80622,80622,62817,62463,80539,80539,62620,62620,62239,62239,53733,53733,21762,21762,40052,40052,20636,20636,26386,46770,2084,1948,3893,5712,3338,3199,7073,7294,,,,,,,,,,,,,3752,4124,3372,3338,3772,4113,3534,3493,2963,3046,3812,3831,1621,1514,3335,5154,1732,1589,4026,5867,537255,678195,537255,1126788.75,1553182.5,1126788.75,1005982.5,894965,1005982.5,463605,600780,463605,429105,548670,429105,796385.892857143,866531.785714286,796385.892857143,51138.75,72037.5,51138.75,78390,107752.5,78390,53937.5,53450,53937.5,43590,63667.5,43590,49552.5,74197.5,49552.5,54926.25,68286.4285714286,54926.25
448,"062","03","01","0620301",Garganta de los Montes,Garganta de los Montes,Garganta de los Montes Núcleo,303,"303",51639.25,66388.5,51639.25,65823.5,72547,65823.5,73084.875,71842.25,73084.875,13385,15633,13385,78528,97655,78528,59257.5833333333,65984.6666666667,59257.5833333333,5927.25,10031.5,5927.25,5189.5,7769.5,5189.5,5425,7564.75,5425,1315.5,1859,1315.5,6403.25,9997.5,6403.25,4947.58333333333,7464.5,4947.58333333333,36890,36890,31915,100862,59100,59100,79097,65997,,,,,,,,,,,,,75492,75492,64673,77047,73163,73163,66637,79012,,,,,11137,11137,15633,15633,59401,59401,93032,102278,1830,1816,10697,9366,2568,2651,9208,6331,,,,,,,,,,,,,3081,3323,7258,7198,3259,3478,7928,7875,,,,,761,783,1859,1859,2801,2817,10039,9956,15646692.75,20115715.5,15646692.75,19944520.5,21981741,19944520.5,22144717.125,21768201.75,22144717.125,4055655,4736799,4055655,23793984,29589465,23793984,17955047.75,19993354,17955047.75,1795956.75,3039544.5,1795956.75,1572418.5,2354158.5,1572418.5,1643775,2292119.25,1643775,398596.5,563277,398596.5,1940184.75,3029242.5,1940184.75,1499117.75,2261743.5,1499117.75
449,"062","02","01","0620201","Cuadrón, El",El Cuadrón,El Cuadrón Núcleo,31,"31",45087,59836,45087,59271.75,65994.5,59271.75,66533.125,65289.75,66533.125,6833,9080,6833,71976.25,91102.5,71976.25,52705.7083333333,59432.0833333333,52705.7083333333,5246.5,9103.5,5246.5,4521.25,6841.5,4521.25,4744.375,6636.75,4744.375,787.5,1261,787.5,5715.25,9069.5,5715.25,4293.20833333333,6591.5,4293.20833333333,30338,30338,25363,94309,52549,52549,72545,59444,,,,,,,,,,,,,68941,68941,58121,70494,66612,66612,60085,72459,,,,,4586,4586,9080,9080,52850,52850,86480,95725,1402,1377,9439,8768,2183,2219,7950,5733,,,,,,,,,,,,,2673,2872,6000,6600,2832,3031,6670,7277,,,,,317,311,1261,1261,2358,2364,8781,9358,1397697,1854916,1397697,1837424.25,2045829.5,1837424.25,2062526.875,2023982.25,2062526.875,211823,281480,211823,2231263.75,2824177.5,2231263.75,1633876.95833333,1842394.58333333,1633876.95833333,162641.5,282208.5,162641.5,140158.75,212086.5,140158.75,147075.625,205739.25,147075.625,24412.5,39091,24412.5,177172.75,281154.5,177172.75,133089.458333333,204336.5,133089.458333333
450,"104","01","01","1040101",Belvis de Jarama,Belvis de Jarama,Belvis de Jarama Núcleo,333,"333",22931,27511,22931,9365,9472,9365,24255.5,23114,24255.5,12841.5,12959,12841.5,12833,12068,12833,17746.9166666667,18039.6666666667,17746.9166666667,2845.25,4708,2845.25,939.75,1053,939.75,2128.5,2838.5,2128.5,1922.25,3053,1922.25,1530,2149,1530,1915.70833333333,2773.33333333333,1915.70833333333,18351,18351,26832,28190,9258,9258,9472,9472,,,,,,,,,,,,,26977,26977,20306,22079,23817,23817,22271,27800,,,,,12724,12724,12959,12959,13598,13598,12068,12068,983,982,4779,4637,747,906,1053,1053,,,,,,,,,,,,,1305,1406,2820,2001,1459,1504,3691,2842,,,,,743,840,3233,2873,825,997,2299,1999,7636023,9161163,7636023,3118545,3154176,3118545,8077081.5,7696962,8077081.5,4276219.5,4315347,4276219.5,4273389,4018644,4273389,5909723.25,6007209,5909723.25,947468.25,1567764,947468.25,312936.75,350649,312936.75,708790.5,945220.5,708790.5,640109.25,1016649,640109.25,509490,715617,509490,637930.875,923520,637930.875
451,"104","02","01","1040201",Paracuellos de Jarama,Paracuellos de Jarama,Paracuellos de Jarama Núcleo,23492,"23492",14830.75,16852.5,14830.75,19078.5,21554,19078.5,25648.375,26451.75,25648.375,17380.75,18913.5,17380.75,20203.25,23153.5,20203.25,20465,22229.5,20465,1548.25,2305,1548.25,1666,2381,1666,2587.25,3657.25,2587.25,2232.5,3571,2232.5,2531.75,4027,2531.75,2192.16666666667,3266.41666666667,2192.16666666667,12809,12809,15737,17968,16603,16603,21554,21554,,,,,,,,,,,,,21021,30632,26936,26936,20256,27471,23218,28717,,,,,15848,15848,17798,20029,17253,17253,24150,22157,792,791,2305,2305,899,1003,2381,2381,,,,,,,,,,,,,1377,1534,3642,3432,1532,1626,3840,3715,,,,,865,923,3571,3571,958,1115,3627,4427,348403979,395898930,348403979,448192122,506346568,448192122,602531625.5,621404511,602531625.5,408308579,444315942,408308579,474614749,543922022,474614749,480763780,522215414,480763780,36371489,54149060,36371489,39137672,55934452,39137672,60779677,85916117,60779677,52445890,83889932,52445890,59475871,94602284,59475871,51498379.3333333,76734660.3333333,51498379.3333333
452,"104","04","01","1040401","Berrocales del Jarama, Los",Los Berrocales del Jarama,Los Berrocales del Jarama Núcleo,866,"866",12260,15573,12260,26903.75,32804.5,26903.75,24316.5,26644.5,24316.5,15138,17231,15138,24865.25,28077.5,24865.25,21300,24495.8333333333,21300,1952.75,3244.5,1952.75,3228.75,5326.5,3228.75,2958,4353.5,2958,2694.75,4540.5,2694.75,3466.5,5710,3466.5,2876.45833333333,4588.08333333333,2876.45833333333,8947,8947,24706,6440,21003,21003,27855,37754,,,,,,,,,,,,,21562,21562,33240,24411,22415,22415,27179,21748,,,,,13045,13045,26767,7695,21653,21653,28458,27697,665,657,4290,2199,1069,1193,5124,5529,,,,,,,,,,,,,1287,1717,4570,4125,1438,1808,4724,3995,,,,,820,878,5556,3525,1134,1312,5370,6050,10617160,13486218,10617160,23298647.5,28408697,23298647.5,21058089,23074137,21058089,13109508,14922046,13109508,21533306.5,24315115,21533306.5,18445800,21213391.6666667,18445800,1691081.5,2809737,1691081.5,2796097.5,4612749,2796097.5,2561628,3770131,2561628,2333653.5,3932073,2333653.5,3001989,4944860,3001989,2491012.91666667,3973280.16666667,2491012.91666667
453,"104","05","01","1040501","Granja - El Cruce, La",La Granja - El Cruce,La Granja - El Cruce Núcleo,2248,"2248",19528,20542,19528,14576,16040,14576,22501.5,26448,22501.5,15867.75,18848.5,15867.75,16198.5,18636,16198.5,18528.875,21160.4166666667,18528.875,2636,4247,2636,1307.5,1767,1307.5,2713.75,4115,2713.75,2587.75,4348,2587.75,1904,2863,1904,2310.45833333333,3575.83333333333,2310.45833333333,18514,18514,20551,20533,13112,13112,16040,16040,,,,,,,,,,,,,18937,18937,26874,24149,18173,18173,28839,25930,,,,,12887,12887,19527,18170,13761,13761,18636,18636,1035,1015,4280,4214,801,895,1767,1767,,,,,,,,,,,,,1143,1409,3534,4119,1294,1404,4405,4402,,,,,781,874,3947,4749,862,1028,3013,2713,43898944,46178416,43898944,32766848,36057920,32766848,50583372,59455104,50583372,35670702,42371428,35670702,36414228,41893728,36414228,41652911,47568616.6666667,41652911,5925728,9547256,5925728,2939260,3972216,2939260,6100510,9250520,6100510,5817262,9774304,5817262,4280192,6436024,4280192,5193910.33333333,8038473.33333333,5193910.33333333
454,"050","04","01","0500401","Soto, El",El Soto,El Soto Núcleo,2638,"2638",34958.75,47940.5,34958.75,22654.375,24444.75,22654.375,,,,16156.5,18151,16156.5,12750.5,14690,12750.5,21834.9,25934.2,21834.9,3439.5,5371,3439.5,2266.75,3297.25,2266.75,,,,1785,2604,1785,1443.25,1992.5,1443.25,2240.25,3312.4,2240.25,21977,21977,69859,26022,21242,21242,29248,18191,20486,20486,26387,23953,,,,,,,,,,,,,,,,,,,,,14162,14162,18151,18151,10811,10811,14690,14690,1529,1487,6502,4240,1164,1245,3884,2500,1251,1285,3049,3756,,,,,,,,,,,,,,,,,,,,,955,977,2088,3120,895,893,1578,2407,92221182.5,126467039,92221182.5,59762241.25,64485250.5,59762241.25,,,,42620847,47882338,42620847,33635819,38752220,33635819,57600466.2,68414419.6,57600466.2,9073401,14168698,9073401,5979686.5,8698145.5,5979686.5,,,,4708830,6869352,4708830,3807293.5,5256215,3807293.5,5909779.5,8738111.2,5909779.5
455,"141","01","01","1410101","Cortijos, Los",Los Cortijos,Los Cortijos Núcleo,439,"439",12225.75,12921.5,12225.75,29525.1875,30906.875,29525.1875,,,,29875,40119,29875,12032.75,12520.5,12032.75,24604.8928571429,27026.9285714286,24604.8928571429,1553,2228.5,1553,3116.5625,4511.5,3116.5625,,,,2985.25,4709.5,2985.25,1621.25,2338,1621.25,2660.82142857143,3903.14285714286,2660.82142857143,11530,11530,13835,12008,23357,23357,26429,24602,31805,31805,32113,32263,24784,24784,31031,29204,32628,32628,36720,34893,,,,,,,,,,,,,19631,19631,30981,49257,11545,11545,13017,12024,893,862,2292,2165,1618,1668,3773,3709,1783,1806,5122,4657,1654,1666,4050,4005,1780,1798,5414,5362,,,,,,,,,,,,,1271,1251,3922,5497,915,894,2215,2461,5367104.25,5672538.5,5367104.25,12961557.3125,13568118.125,12961557.3125,,,,13115125,17612241,13115125,5282377.25,5496499.5,5282377.25,10801547.9642857,11864821.6428571,10801547.9642857,681767,978311.5,681767,1368170.9375,1980548.5,1368170.9375,,,,1310524.75,2067470.5,1310524.75,711728.75,1026382,711728.75,1168100.60714286,1713479.71428571,1168100.60714286
456,"100","03","01","1000301",Monte Acevedo,Monte Acevedo,Monte Acevedo Núcleo,436,"436",30209,28723,30209,52274.5,58800,52274.5,53487.5,63302,53487.5,31153.25,36729.5,31153.25,28312.5,27758,28312.5,39087.35,43062.5,39087.35,4145.5,6476.5,4145.5,6056.5,9270,6056.5,6261.25,9962,6261.25,4351.5,7259,4351.5,3750.75,5563,3750.75,4913.1,7706.1,4913.1,31695,31695,29622,27824,45749,45749,58800,58800,,,,,,,,,,,,,43673,43673,63302,63302,,,,,,,,,25577,25577,37137,36322,28867,28867,27758,27758,1848,1781,6023,6930,2877,2809,9390,9150,,,,,,,,,,,,,2534,2587,9962,9962,,,,,,,,,1454,1434,6988,7530,1970,1907,5563,5563,13171124,12523228,13171124,22791682,25636800,22791682,23320550,27599672,23320550,13582817,16014062,13582817,12344250,12102488,12344250,17042084.6,18775250,17042084.6,1807438,2823754,1807438,2640634,4041720,2640634,2729905,4343432,2729905,1897254,3164924,1897254,1635327,2425468,1635327,2142111.6,3359859.6,2142111.6
457,"100","04","01","1000401",Nuevo Baztán,Nuevo Baztán,Nuevo Baztán Núcleo,306,"306",30825.75,33323.5,30825.75,51733.5,55328,51733.5,52947,59830,52947,30459.75,33969.5,30459.75,30777.5,32359,30777.5,39348.7,42962,39348.7,3782.25,6022.5,3782.25,5989.25,9299,5989.25,6068,9721,6068,4541.75,7632,4541.75,3420,5109,3420,4760.25,7556.7,4760.25,28328,28328,34223,32424,48139,48139,55328,55328,,,,,,,,,,,,,46064,46064,59830,59830,,,,,,,,,26950,26950,33665,34274,29196,29196,32359,32359,1558,1526,5569,6476,2702,2657,9149,9449,,,,,,,,,,,,,2392,2438,9721,9721,,,,,,,,,1469,1434,6747,8517,1743,1719,5109,5109,9432679.5,10196991,9432679.5,15830451,16930368,15830451,16201782,18307980,16201782,9320683.5,10394667,9320683.5,9417915,9901854,9417915,12040702.2,13146372,12040702.2,1157368.5,1842885,1157368.5,1832710.5,2845494,1832710.5,1856808,2974626,1856808,1389775.5,2335392,1389775.5,1046520,1563354,1046520,1456636.5,2312350.2,1456636.5
458,"130","13","01","1301301","Castellanas, Las",Las Castellanas,Las Castellanas Núcleo,14,"14",11420.5,9798,11420.5,22488.75,19663.5,22488.75,21845.5,20045.5,21845.5,9345,7792,9345,12413,10923,12413,15502.55,13644.4,15502.55,2335,3300.5,2335,3543.75,4989,3543.75,3556.75,5250.5,3556.75,2038.5,2995.5,2038.5,2522.75,3585.5,2522.75,2799.35,4024.2,2799.35,13043,13043,10883,8713,25314,25314,21673,17654,,,,,,,,,,,,,23932,23359,19834,20257,,,,,,,,,10898,10898,9315,6269,13903,13903,11705,10141,1321,1418,3716,2885,2008,2189,5902,4076,,,,,,,,,,,,,1737,1989,5551,4950,,,,,,,,,1055,1108,3404,2587,1419,1501,4044,3127,159887,137172,159887,314842.5,275289,314842.5,305837,280637,305837,130830,109088,130830,173782,152922,173782,217035.7,191021.6,217035.7,32690,46207,32690,49612.5,69846,49612.5,49794.5,73507,49794.5,28539,41937,28539,35318.5,50197,35318.5,39190.9,56338.8,39190.9
